TERMS AND CONDITIONS
https://www.bankofcanada.ca/terms/

NAME
"Unemployment rate"

DESCRIPTION
"Scroll down for data."

LINK
"https://www.bankofcanada.ca/?p=201766"

SERIES
id,label,description
1978Q3,0.08490594864,0.08490594864,0.08490594864,0.08470609665,0.08470609665,0.08470609665,0.08470609665,0.08440906525,0.08440906525,0.08440906525,0.08440906525,0.08440906525,0.08440906525,0.08440906525,0.08440906525,0.08443176270,0.08443179131,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443176270,0.08443175316,0.08443175316,0.08443175316,0.08443175316,0.08443175316,0.08443175316,0.08440868378,0.08440868378,0.08440868377,0.08440868377,0.08440868377,0.08440868377,0.08440868377,0.08440868377,0.08448140251,0.08448139118,0.08448139118,0.08448139118,0.08448387286,0.08448387286,0.08448387286,0.08448387286,0.08451217434,0.08451217434,0.08451217434,0.08451217434,0.08451217434,0.08451217434,0.08451217434,0.08451217434,0.08451217434,0.08451217434,0.08451217434,0.08451217434,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08389115056,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08463061881,0.08466667000,0.08466667000,0.08466667000,0.08366667000,0.08366667000,0.08366667000,0.08366667000,0.08366667000,0.08366667000,0.08431594563,0.08431594563,0.08431503872,0.08431503872,0.08431503872,0.08431503872,0.08401027919,0.08401027919,0.08401027919,0.08298117684
1978Q4,0.08125946045,0.08125946045,0.08125946045,0.08109990120,0.08109990120,0.08109990120,0.08109990120,0.08091856956,0.08091856956,0.08091856956,0.08091856956,0.08089323997,0.08089323997,0.08089323997,0.08089323997,0.08088834763,0.08088832855,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08088834763,0.08090057373,0.08090057373,0.08090057419,0.08090057419,0.08090057419,0.08090057419,0.08090057419,0.08090057419,0.08173153987,0.08173161185,0.08173161185,0.08173161185,0.08172922448,0.08172922448,0.08172922448,0.08172922448,0.08163968812,0.08163968812,0.08163968812,0.08163968812,0.08163968812,0.08163968812,0.08163968812,0.08163968812,0.08163968812,0.08163968812,0.08163968812,0.08163968812,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08168139479,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08198512306,0.08200000000,0.08200000000,0.08200000000,0.08233333000,0.08233333000,0.08233333000,0.08233333000,0.08266667000,0.08266667000,0.08294112928,0.08294112928,0.08294022101,0.08294022101,0.08294022101,0.08294022101,0.08263500391,0.08263500391,0.08263500391,0.08160435646
1979Q1,0.07843195915,0.07843195915,0.07843195915,0.07880825996,0.07880825996,0.07880825996,0.07880825996,0.07848192215,0.07848192215,0.07848192215,0.07848192215,0.07850248814,0.07850248814,0.07850248814,0.07850248814,0.07847957134,0.07847955227,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07847957134,0.07851252079,0.07851252079,0.07851252062,0.07851252062,0.07851252062,0.07851252062,0.07851252062,0.07851252062,0.07859403718,0.07859400829,0.07859400829,0.07859400829,0.07858489198,0.07858489198,0.07858489198,0.07858489198,0.07893714710,0.07893714710,0.07893714710,0.07893714710,0.07893714710,0.07893714710,0.07893714710,0.07893714710,0.07893714710,0.07893714710,0.07893714710,0.07893714710,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.07997530850,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08018699781,0.08000000000,0.08000000000,0.08000000000,0.08033333000,0.08033333000,0.08033333000,0.08033333000,0.08033333000,0.08033333000,0.08087143265,0.08087143265,0.08087052232,0.08087052232,0.08087052232,0.08087052232,0.08056461639,0.08056461639,0.08056461639,0.07953164288
1979Q2,0.07594216824,0.07594216824,0.07594216824,0.07583150864,0.07583150864,0.07583150864,0.07583150864,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546154976,0.07546154976,0.07546154976,0.07546154976,0.07546606064,0.07546608925,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546606064,0.07546154976,0.07546154976,0.07546155225,0.07546155225,0.07546155225,0.07546155225,0.07546155225,0.07546155225,0.07589963573,0.07589968544,0.07589968543,0.07589968543,0.07591283013,0.07591283013,0.07591283013,0.07591283013,0.07589963132,0.07589963132,0.07589963132,0.07589963132,0.07589963132,0.07589963132,0.07589963132,0.07589963132,0.07589963132,0.07589963132,0.07589963132,0.07589963132,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07586297109,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07623219454,0.07633333000,0.07633333000,0.07633333000,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07685031645,0.07685031645,0.07684940214,0.07684940214,0.07684940214,0.07684940214,0.07654215789,0.07654215789,0.07654215789,0.07550466520
1979Q3,0.07158350945,0.07158350945,0.07158350945,0.07112287045,0.07112287045,0.07112287045,0.07112287045,0.07091567039,0.07091567039,0.07091567039,0.07091567039,0.07089021206,0.07089021206,0.07089021206,0.07089021206,0.07091777802,0.07091775894,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07091777802,0.07085889816,0.07085889816,0.07085890480,0.07085890480,0.07085890480,0.07085890480,0.07085890480,0.07085890480,0.07206354230,0.07206357374,0.07206357374,0.07206357374,0.07207181452,0.07207181452,0.07207181452,0.07207181452,0.07114558835,0.07114558835,0.07114558835,0.07114558835,0.07114558835,0.07114558835,0.07114558835,0.07114558835,0.07114558835,0.07114558835,0.07114558835,0.07114558835,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07068921698,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07095078145,0.07066667000,0.07066667000,0.07066667000,0.07100000000,0.07100000000,0.07100000000,0.07100000000,0.07100000000,0.07100000000,0.07154768896,0.07154768896,0.07154676940,0.07154676940,0.07154676940,0.07154676940,0.07123776031,0.07123776031,0.07123776031,0.07019430821
1979Q4,0.07244846821,0.07244846821,0.07244846821,0.07230010986,0.07230010986,0.07230010986,0.07230010986,0.07189847946,0.07189847946,0.07189847946,0.07189847946,0.07192982197,0.07192982197,0.07192982197,0.07192982197,0.07198409081,0.07198408127,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198409081,0.07198410034,0.07198410034,0.07198410034,0.07198410034,0.07198410034,0.07198410034,0.07200304031,0.07200304031,0.07200304156,0.07200304156,0.07200304156,0.07200304156,0.07200304156,0.07200304156,0.07276268071,0.07276266787,0.07276266787,0.07276266787,0.07275856232,0.07275856232,0.07275856232,0.07275856232,0.07238737531,0.07238737531,0.07238737531,0.07238737531,0.07238737531,0.07238737531,0.07238737531,0.07238737531,0.07238737531,0.07238737531,0.07238737531,0.07238737531,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07209382053,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07261113061,0.07233333000,0.07233333000,0.07233333000,0.07233333000,0.07233333000,0.07233333000,0.07233333000,0.07200000000,0.07200000000,0.07248220023,0.07248220023,0.07248128160,0.07248128160,0.07248128160,0.07248128160,0.07217258354,0.07217258354,0.07217258354,0.07113018170
1980Q1,0.07480497837,0.07480497837,0.07480497837,0.07563196182,0.07563196182,0.07563196182,0.07563196182,0.07513395786,0.07513395786,0.07513395786,0.07513395786,0.07513177872,0.07513177872,0.07513177872,0.07513177872,0.07506950855,0.07506952763,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07506950855,0.07514567852,0.07514567852,0.07514568173,0.07514568173,0.07514568173,0.07514568173,0.07514568173,0.07514568173,0.07503301520,0.07503295840,0.07503295840,0.07503295840,0.07501191778,0.07501191778,0.07501191778,0.07501191778,0.07559888205,0.07559888205,0.07559888205,0.07559888205,0.07559888205,0.07559888205,0.07559888205,0.07559888205,0.07559888205,0.07559888205,0.07559888205,0.07559888205,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07507159108,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07554470249,0.07566667000,0.07566667000,0.07566667000,0.07566667000,0.07566667000,0.07566667000,0.07566667000,0.07566667000,0.07566667000,0.07591721169,0.07591721169,0.07591629646,0.07591629646,0.07591629646,0.07591629646,0.07560874165,0.07560874165,0.07560874165,0.07457020029
1980Q2,0.07788062096,0.07788062096,0.07788062096,0.07787384987,0.07787384987,0.07787384987,0.07787384987,0.07726102829,0.07726102829,0.07726102829,0.07726102829,0.07722096920,0.07722096920,0.07722096920,0.07722096920,0.07722765923,0.07722766876,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722765923,0.07722766554,0.07722766554,0.07722766554,0.07722766554,0.07722766554,0.07722766554,0.07687365570,0.07687367363,0.07687367363,0.07687367363,0.07688655533,0.07688655533,0.07688655533,0.07688655533,0.07699891083,0.07699891083,0.07699891083,0.07699891083,0.07699891083,0.07699891083,0.07699891083,0.07699891083,0.07699891083,0.07699891083,0.07699891083,0.07699891083,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07717927910,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07754237169,0.07733333000,0.07733333000,0.07733333000,0.07733333000,0.07733333000,0.07733333000,0.07733333000,0.07733333000,0.07733333000,0.07776916445,0.07776916445,0.07776825106,0.07776825106,0.07776825106,0.07776825106,0.07746131262,0.07746131262,0.07746131262,0.07642485259
1980Q3,0.07550117016,0.07550117016,0.07550117016,0.07446008205,0.07446008205,0.07446008205,0.07446008205,0.07408582211,0.07408582211,0.07408582211,0.07408582211,0.07415419102,0.07415419102,0.07415419102,0.07415419102,0.07418517113,0.07418516159,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418517113,0.07418518066,0.07418518066,0.07418518066,0.07418518066,0.07418518066,0.07418518066,0.07411036015,0.07411036015,0.07411035874,0.07411035874,0.07411035874,0.07411035874,0.07411035874,0.07411035874,0.07512089296,0.07512089378,0.07512089378,0.07512089378,0.07513342228,0.07513342228,0.07513342228,0.07513342228,0.07477569518,0.07477569518,0.07477569518,0.07477569518,0.07477569518,0.07477569518,0.07477569518,0.07477569518,0.07477569518,0.07477569518,0.07477569518,0.07477569518,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07516674065,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07538215578,0.07533333000,0.07533333000,0.07533333000,0.07500000000,0.07500000000,0.07500000000,0.07500000000,0.07500000000,0.07500000000,0.07577728993,0.07577728993,0.07577637456,0.07577637456,0.07577637456,0.07577637456,0.07546877318,0.07546877318,0.07546877318,0.07443007456
1980Q4,0.07262825966,0.07262825966,0.07262825966,0.07226634979,0.07226634979,0.07226634979,0.07226634979,0.07188684940,0.07188684940,0.07188684940,0.07188684940,0.07198060989,0.07198060989,0.07198060989,0.07198060989,0.07194592953,0.07194594860,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07194592953,0.07196030140,0.07196030140,0.07196029777,0.07196029777,0.07196029777,0.07196029777,0.07196029777,0.07196029777,0.07279535191,0.07279535255,0.07279535255,0.07279535255,0.07279936122,0.07279936122,0.07279936122,0.07279936122,0.07239230680,0.07239230680,0.07239230680,0.07239230680,0.07239230680,0.07239230680,0.07239230680,0.07239230680,0.07239230680,0.07239230680,0.07239230680,0.07239230680,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07244430202,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07251439219,0.07233333000,0.07233333000,0.07233333000,0.07266667000,0.07266667000,0.07266667000,0.07266667000,0.07266667000,0.07266667000,0.07277586989,0.07277586989,0.07277495154,0.07277495154,0.07277495154,0.07277495154,0.07246635123,0.07246635123,0.07246635123,0.07142427943
1981Q1,0.07258613110,0.07258613110,0.07258613110,0.07393149853,0.07393149853,0.07393149853,0.07393149853,0.07325780869,0.07325780869,0.07325780869,0.07325780869,0.07320158958,0.07320158958,0.07320158958,0.07320158958,0.07315907955,0.07315907955,0.07315907955,0.07315907955,0.07315907955,0.07315907955,0.07315907955,0.07315907955,0.07315907955,0.07315907955,0.07315907955,0.07315907955,0.07315907955,0.07241845131,0.07241845131,0.07241845131,0.07241845131,0.07241845131,0.07241845131,0.07241845131,0.07241845131,0.07241845131,0.07241846085,0.07241846085,0.07241846085,0.07241846085,0.07241846085,0.07241846085,0.07242866039,0.07242866039,0.07242865594,0.07242865594,0.07242865594,0.07242865594,0.07242865594,0.07242865594,0.07273719641,0.07273717163,0.07273717163,0.07273717163,0.07271737651,0.07271737651,0.07271737651,0.07271737651,0.07363104371,0.07363104371,0.07363104371,0.07363104371,0.07363104371,0.07363104371,0.07363104371,0.07363104371,0.07363104371,0.07363104371,0.07363104371,0.07363104371,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07380340530,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07398314662,0.07400000000,0.07400000000,0.07400000000,0.07400000000,0.07400000000,0.07400000000,0.07400000000,0.07400000000,0.07400000000,0.07422583088,0.07422583088,0.07422491397,0.07422491397,0.07422491397,0.07422491397,0.07391679623,0.07391679623,0.07391679623,0.07332520137
